"industry","investor","Unicorn_Count"
"Fintech","soros fund management",2
"Artificial Intelligence","sosv",1
"Hardware","sosv",1
"Health","sound ventures",3
"E-commerce & direct-to-consumer","sound ventures",1
"Consumer & retail","sound ventures",1
"Supply chain, logistics, & delivery","source code capital",2
"Consumer & retail","source code capital",1
"Edtech","source code capital",1
"Fintech","source code capital",1
"Other","sozo ventures",1
"Fintech","spar capital",1
"Fintech","spark capital",2
"Artificial intelligence","spark capital",1
"Cybersecurity","spark capital",1
"Internet software & services","spark capital",1
"Mobile & telecommunications","spark capital",1
"Travel","spark capital",1
"Internet software & services","spectrum equity",2
"E-commerce & direct-to-consumer","speedinvest",1
"Fintech","speedinvest",1
"Internet software & services","spotify",1
"Internet software & services","square peg capital",1
"E-commerce & direct-to-consumer","standard chartered",1
"Internet software & services","standard crypto",1
"Health","starr investment holdings",1
"Internet software & services","steadview capital",1
"E-commerce & direct-to-consumer","stellaris venture partners",1
"Supply chain, logistics, & delivery","sto express",1
"Internet software & services","storm ventures",4
"Health","straumann",1
"Internet software & services","streamlined ventures",1
"Fintech","stripe",1
"Fintech","stripes group",1
"Internet software & services","stripes group",1
"Internet software & services","strive",1
"Internet software & services","struck capital",1
"Fintech","summer capital",1
"Fintech","summerhill venture partners",1
"Internet software & services","summit partners",3
"Health","summit partners",1
"Supply chain, logistics, & delivery","summit partners",1
"E-commerce & direct-to-consumer","sunley house capital management",1
"Travel","sunstone capital",1
"Supply chain, logistics, & delivery","susa ventures",1
"Internet software & services","susquehanna growth equity",2
"Fintech","susquehanna growth equity",1
"Cybersecurity","sutter hill ventures",1
"Other","sutter hill ventures",1
"Internet software & services","sv angel",1
"Other","swan & legend ventures",1
"Fintech","sway ventures",1
"Health","t. rowe associates",1
"Internet software & services","t. rowe price",2
"Fintech","t. rowe price",1
"Health","t. rowe price",1
"Other","t. rowe price",1
"Data management & analytics","ta associates",1
"Fintech","ta associates",1
"Edtech","tal education group",1
"Consumer & retail","tao capital partners",1
"Internet software & services","tao capital partners",1
"Other","tao capital partners",1
"Fintech","target global",2
"Supply chain, logistics, & delivery","target global",1
"Artificial intelligence","tdk ventures",1
"E-commerce & direct-to-consumer","tdm growth partners",1
"Internet software & services","tdm growth partners",1
"Internet software & services","tdr capital",1
"Cybersecurity","team8",1
"Fintech","teamworthy ventures",1
"Internet software & services","technology crossover ventures",5
"Fintech","technology crossover ventures",2
"Data management & analytics","technology crossover ventures",1
"E-commerce & direct-to-consumer","technology crossover ventures",1
"Supply chain, logistics, & delivery","technology crossover ventures",1
"Hardware","telling telecommunication holding co.",1
"Fintech","temasek",2
"Other","temasek",2
"Artificial intelligence","temasek",1
"Auto & transportation","temasek",1
"Consumer & retail","temasek",1
"Supply chain, logistics, & delivery","temasek",1
"Consumer & retail","temasek holdings",1
"E-commerce & direct-to-consumer","temasek holdings",1
"Edtech","temasek holdings",1
"Other","temasek holdings",1
"Cybersecurity","temasek holdings ltd.",1
"Cybersecurity","ten eleven ventures",1
"Cybersecurity","tenaya capital",1
"Data management & analytics","tenaya capital",1
"Fintech","tenaya capital",1
"E-commerce & direct-to-consumer","tencent",3
"Artificial intelligence","tencent",1
"Auto & transportation","tencent",1
"Health","tencent",1
"Other","tencent",1
"Edtech","tencent holdings",4
"Internet software & services","tencent holdings",4
"Artificial intelligence","tencent holdings",3
"E-commerce & direct-to-consumer","tencent holdings",3
"Fintech","tencent holdings",3
"Other","tencent holdings",3
"Consumer & retail","tencent holdings",2
"Hardware","tencent holdings",2
"Auto & transportation","tencent holdings",1
"Health","tencent holdings",1
"Other","tencent investment",1
"Fintech","tengelmann ventures",1
"Health","the blue venture fund",1
"E-commerce & direct-to-consumer","the carlyle group",1
"Fintech","the carlyle group",1
"Internet software & services","the carlyle group",1
"Other","the carlyle group",1
"Travel","the raine group",1
"Fintech","the rise fund",1
"Fintech","the times group",1
"Other","the venture collective",1
"Fintech","third point",1
"E-commerce & direct-to-consumer","thirty five ventures",1
"Cybersecurity","thoma bravo",1
"Fintech","thoma bravo",1
"Internet software & services","threshold ventures",3
"E-commerce & direct-to-consumer","thrity five ventures",1
"Health","thrive capital",5
"Internet software & services","thrive capital",5
"Consumer & retail","thrive capital",2
"E-commerce & direct-to-consumer","thrive capital",1
"Fintech","thrive capital",1
"Health","ti platform management",1
"Consumer & retail","tiantu capital",1
"Cybersecurity","tiantu capital co.",1
"Artificial intelligence","tiger global",1
"E-commerce & direct-to-consumer","tiger global",1
"Internet software & services","tiger global management",14
"Fintech","tiger global management",13
"E-commerce & direct-to-consumer","tiger global management",6
"Artificial intelligence","tiger global management",3
"Consumer & retail","tiger global management",3
"Edtech","tiger global management",2
"Hardware","tiger global management",2
"Mobile & telecommunications","tiger global management",2
"Auto & transportation","tiger global management",1
"Cybersecurity","tiger global management",1
"Health","tiger global management",1
"Other","tiger global management",1
"Supply chain, logistics, & delivery","tiger global management",1
"Supply chain, logistics, & delivery","times internet",1
"Cybersecurity","tlv partners",1
"Data management & analytics","tlv partners",1
"Fintech","tlv partners",1
"Auto & transportation","tmt investments",1
"Fintech","tokopedia",1
"Fintech","tokyo century corporation",1
"Artificial intelligence","tomales bay capital",1
"Artificial intelligence","toposcend capital",1
"Fintech","toscafund asset management",1
"Other","towerbrook capital partners",1
"Artificial intelligence","toyota motor corporation",1
"Cybersecurity","tpg alternative & renewable technologies",1
"Data management & analytics","tpg capital",1
"Consumer & retail","tpg growth",1
"Cybersecurity","tpg growth",1
"Hardware","tpg growth",1
"Fintech","trammell ventures",1
"Other","trane technologies",1
"Artificial intelligence","transamerica ventures",1
"Health","transformation capital",1
"Internet software & services","triangle peak partners",1
"Fintech","tribe capital",1
"Other","tribe capital",1
"E-commerce & direct-to-consumer","trifecta capital",2
"Supply chain, logistics, & delivery","trifecta capital advisors",1
"Internet software & services","trinity ventures",3
"Internet software & services","triplepoint capital",1
"Other","triplepoint capital",1
"Fintech","tru arrow partners",1
"E-commerce & direct-to-consumer","true",1
"Internet software & services","true ventures",2
"Edtech","trustbridge partners",1
"Supply chain, logistics, & delivery","trustbridge partners",1
"Consumer & retail","tsg consumer partners",1
"Fintech","ttv capital",2
"Auto & transportation","tus holdings",1
"Fintech","tvs capital",1
"Cybersecurity","two sigma ventures",2
"Internet software & services","two sigma ventures",2
"E-commerce & direct-to-consumer","two sigma ventures",1
"Health","u.s. venture partners",1
"E-commerce & direct-to-consumer","u.s.-china green fund",1
"Fintech","ubs",1
"Supply chain, logistics, & delivery","ubs asset management",1
"Fintech","uncork capital",2
"Internet software & services","uncork capital",1
"Supply chain, logistics, & delivery","uncork capital",1
"Fintech","undisclosed",1
"Hardware","unicom innovation venture capital",1
"Edtech","uniion square ventures",1
"Supply chain, logistics, & delivery","unilever ventures",1
"Fintech","union square ventures",4
"Artificial intelligence","union square ventures",1
"Edtech","union square ventures",1
"E-commerce & direct-to-consumer","uniqa ventures",1
"Fintech","uniqa ventures",1
"Artificial Intelligence","unity ventures",1
"Auto & transportation","unternehmertum venture capital",1
"Other","upfront ventures",2
"E-commerce & direct-to-consumer","upfront ventures",1
"Hardware","upfront ventures",1
"Other","upper90",1
"Health","us venture partners",1
"Hardware","v fund",1
"Hardware","v star capital",1
"Fintech","valar ventures",5
"E-commerce & direct-to-consumer","valar ventures",1
"E-commerce & direct-to-consumer","valiant capital partners",1
"E-commerce & direct-to-consumer","valor capital group",1
"Fintech","valor capital group",1
"Supply chain, logistics, & delivery","valor capital group",1
"Other","valor equity partners",1
"Other","vast ventures",1
"Other","vattenfall",1
"Artificial intelligence","vcanbio",1
"Cybersecurity","vebventures",1
"Health","venrock",4
"Artificial intelligence","venrock",3
"Fintech","venrock",2
"Fintech","ventura capital",1
"Internet software & services","venture highway",1
"Fintech","venture51",1
"Cybersecurity","venturelink",1
"Data management & analytics","verizon ventures",1
"Artificial intelligence","version one ventures",1
"Supply chain, logistics, & delivery","version one ventures",1
"Artificial intelligence","vertex ventures",1
"Data management & analytics","vertex ventures",1
"Internet software & services","vertex ventures",1
"Hardware","vertex ventures china",1
"Cybersecurity","vertex ventures israel",1
"E-commerce & direct-to-consumer","vertex ventures se asia",1
"Internet software & services","vgames",1
"Health","vickers venture partners",1
"E-commerce & direct-to-consumer","victory park capital",1
"Cybersecurity","viking global investors",1
"Health","viking global investors",1
"Cybersecurity","vintage investment partners",1
"Internet software & services","vintage investment partners",1
"Artificial intelligence","viola ventures",1
"Data management & analytics","viola ventures",1
"Consumer & retail","vision knight capital",1
"Internet software & services","vision plus capital",1
"Internet software & services","vista equity partners",1
"Supply chain, logistics, & delivery","vista equity partners",1
"Health","vitruvian partners",1
"Hardware","volcanics ventures",1
"Auto & transportation","volkswagen",1
"Other","volkswagen group",1
"Auto & transportation","vostok new ventures",1
"Travel","vostok new ventures",1
"Fintech","vulcan capital",1
"E-commerce & direct-to-consumer","vy capital",1
"Fintech","vy capital",1
"Hardware","wakefield group",1
"Data management & analytics","walden international",1
"Mobile & telecommunications","walden international",1
"Artificial intelligence","walden venture capital",1
"Fintech","walden venture capital",1
"Internet software & services","wamda capital",1
"Edtech","wanxin media",1
"Edtech","warbug pincus",1
"E-commerce & direct-to-consumer","warburg pincus",3
"Fintech","warburg pincus",3
"Supply chain, logistics, & delivery","warburg pincus",2
"Cybersecurity","warburg pincus",1
"Hardware","warburg pincus",1
"Health","warburg pincus",1
"Other","warburg pincus",1
"Hardware","warmsun holding",1
"Internet software & services","wavemaker partners",1
"E-commerce & direct-to-consumer","webb investment network",1
"Fintech","wellington management",1
"Edtech","westbridge capital",1
"Health","westbridge capital",1
"Fintech","westcap group",1
"E-commerce & direct-to-consumer","western capital management",1
"Travel","white star capital",1
"Internet software & services","wincove",1
"Artificial intelligence","wing venture capital",1
"Data management & analytics","wing venture capital",1
"Fintech","wing venture capital",1
"Data management & analytics","wipro ventures",1
"E-commerce & direct-to-consumer","wonder ventures",1
"Artificial intelligence","woodford investment management",1
"Fintech","woori investment",1
"Health","work-bench",1
"Internet software & services","workday ventures",1
"Fintech","world innovation lab",1
"Fintech","world lab innovation",1
"Other","wrvi capital",1
"Fintech","xange private equity",1
"Other","xbto ventures",1
"Edtech","xiang he capital",1
"Supply chain, logistics, & delivery","xiang he capital",1
"Artificial intelligence","xiaomi",1
"Consumer & retail","xingwang investment management",1
"Mobile & telecommunications","xingwang investment management",1
"Edtech","xvc venture capital",1
"Supply chain, logistics, & delivery","xvc venture capital",1
"Internet software & services","y combinator",7
"Fintech","y combinator",4
"Mobile & telecommunications","y combinator",2
"Artificial intelligence","y combinator",1
"Cybersecurity","y combinator",1
"E-commerce & direct-to-consumer","y combinator",1
"Other","y combinator",1
"Supply chain, logistics, & delivery","y combinator",1
"Fintech","yabeo capital",1
"Auto & transportation","yaxia automobile",1
"Data management & analytics","yinxinggu capital",1
"Cybersecurity","yl ventures",1
"Health","york capital management",1
"Auto & transportation","yunfeng capital",1
"Supply chain, logistics, & delivery","yunqi partners",1
"Fintech","zeal capital partners",1
"Fintech","zeev ventures",4
"Internet software & services","zeev ventures",2
"Data management & analytics","zeev ventures",1
"Travel","zeev ventures",1
"Mobile & telecommunications","zhangjiang haocheng venture capital",1
"E-commerce & direct-to-consumer","zhenfund",2
"Artificial Intelligence","zhenfund",1
"Consumer & retail","zhenfund",1
"Internet software & services","zhenfund",1
"Mobile & telecommunications","zhenfund",1
"E-commerce & direct-to-consumer","zheshang venture capital",1
"Auto & transportation","zhongrong international trust",1
